category,clasificacion,code8,description
Hostelería y restauración,Suministros,15131000,Conservas y preparaciones cárnicas
Hostelería y restauración,Suministros,15131100,Productos a base de carne para embutidos
Hostelería y restauración,Suministros,15131110,Carne para embutidos
Hostelería y restauración,Suministros,15131120,Productos de charcutería
Hostelería y restauración,Suministros,15131130,Embutidos
Hostelería y restauración,Suministros,15131134,Morcillas y otros embutidos de sangre
Hostelería y restauración,Suministros,15131135,Embutidos de carne de ave
Hostelería y restauración,Suministros,15131200,"Carne seca, salada, ahumada o condimentada"
Hostelería y restauración,Suministros,15131210,Jamón ahumado
Hostelería y restauración,Suministros,15131220,Beicon
Hostelería y restauración,Suministros,15131230,Salami
Hostelería y restauración,Suministros,15131300,Preparaciones a base de hígado
Hostelería y restauración,Suministros,15131310,Paté
Hostelería y restauración,Suministros,15131320,Preparaciones a base de hígado de ganso o de pato
Hostelería y restauración,Suministros,15131400,Productos a base de carne de cerdo
Hostelería y restauración,Suministros,15131410,Jamón
Hostelería y restauración,Suministros,15131420,Albóndigas
Hostelería y restauración,Suministros,15131490,Platos preparados con carne de cerdo
Hostelería y restauración,Suministros,15131500,Productos de volatería
Hostelería y restauración,Suministros,15131600,Productos a base de carne de vaca y de ternera
Hostelería y restauración,Suministros,15131610,Albóndigas de carne de vaca
Hostelería y restauración,Suministros,15131620,Carne picada de vaca
Hostelería y restauración,Suministros,15131640,Hamburguesas de carne de vaca
Hostelería y restauración,Suministros,15131700,Preparaciones a base de carne
Hostelería y restauración,Suministros,15200000,Pescado preparado y en conserva
Hostelería y restauración,Suministros,15210000,"Filetes de pescado, hígados y huevas de pescado"
Hostelería y restauración,Suministros,15211000,Filetes de pescado
Hostelería y restauración,Suministros,15211100,Filetes de pescado fresco
Hostelería y restauración,Suministros,15212000,Huevas
Hostelería y restauración,Suministros,15213000,Hígados de pescado
Hostelería y restauración,Suministros,15220000,"Pescado, filetes de pescado y otros tipos de carne de pescado congelados"
Hostelería y restauración,Suministros,15221000,Pescado congelado
Hostelería y restauración,Suministros,15229000,Productos congelados de pescados
Hostelería y restauración,Suministros,15230000,Pescado seco o salado; en salmuera; ahumado
Hostelería y restauración,Suministros,15231000,Pescado seco
Hostelería y restauración,Suministros,15232000,Pescado salado
Hostelería y restauración,Suministros,15233000,Pescado en salmuera
Hostelería y restauración,Suministros,15234000,Pescado ahumado
Hostelería y restauración,Suministros,15235000,Conservas de pescado
Hostelería y restauración,Suministros,15240000,Pescado en conserva o en lata y otros pescados preparados o en conserva
Hostelería y restauración,Suministros,15241000,"Pescado empanado, en conserva o en lata"
Hostelería y restauración,Suministros,15241100,Salmón en conserva
Hostelería y restauración,Suministros,15241200,Arenques preparados o en conserva
Hostelería y restauración,Suministros,15241300,Sardinas
Hostelería y restauración,Suministros,15241400,Atún en conserva
Hostelería y restauración,Suministros,15241500,Caballa
Hostelería y restauración,Suministros,15241600,Anchoas
Hostelería y restauración,Suministros,15241700,Palitos de pescado
Hostelería y restauración,Suministros,15241800,Preparaciones a base de pescado empanado
Hostelería y restauración,Suministros,15242000,Platos de pescado preparados
Hostelería y restauración,Suministros,15243000,Preparaciones a base de pescado
Hostelería y restauración,Suministros,15244000,Caviar y huevos de peces
Hostelería y restauración,Suministros,15244100,Caviar
Hostelería y restauración,Suministros,15244200,Huevos de peces
Hostelería y restauración,Suministros,15250000,Mariscos
Hostelería y restauración,Suministros,15251000,Crustáceos congelados
Hostelería y restauración,Suministros,15252000,Crustáceos preparados o en conserva
Hostelería y restauración,Suministros,15253000,Productos a base de moluscos
Hostelería y restauración,Suministros,15300000,"Frutas, legumbres y hortalizas y productos conexos"
Hostelería y restauración,Suministros,15310000,Patatas y productos a base de patatas
Hostelería y restauración,Suministros,15311000,Patatas congeladas
Hostelería y restauración,Suministros,15311100,Patatas fritas
Hostelería y restauración,Suministros,15311200,"Patatas en dados, en rodajas y otras, congeladas"
Hostelería y restauración,Suministros,15312000,Productos a base de patatas
Hostelería y restauración,Suministros,15312100,Puré de patatas instantáneo
Hostelería y restauración,Suministros,15312200,Patatas prefritas
Hostelería y restauración,Suministros,15312300,Hojuelas de patatas
Hostelería y restauración,Suministros,15312310,Hojuelas de patatas condimentadas
Hostelería y restauración,Suministros,15312400,Aperitivos a base de patatas
Hostelería y restauración,Suministros,15312500,Croquetas de patatas
Hostelería y restauración,Suministros,15313000,Patatas elaboradas
Hostelería y restauración,Suministros,15320000,Zumos de frutas y hortalizas
Hostelería y restauración,Suministros,15321000,Zumos de frutas
Hostelería y restauración,Suministros,15321100,Zumo de naranja
Hostelería y restauración,Suministros,15321200,Zumo de pomelo
Hostelería y restauración,Suministros,15321300,Zumo de limón
Hostelería y restauración,Suministros,15321400,Zumo de piña
Hostelería y restauración,Suministros,15321500,Zumo de uva
Hostelería y restauración,Suministros,15321600,Zumo de manzana
Hostelería y restauración,Suministros,15321700,Mezclas de zumos no concentrados
Hostelería y restauración,Suministros,15321800,Zumos concentrados
Hostelería y restauración,Suministros,15322000,Zumos de hortalizas
Hostelería y restauración,Suministros,15322100,Zumo de tomate
Hostelería y restauración,Suministros,15330000,Frutas y hortalizas elaboradas
Hostelería y restauración,Suministros,15331000,Legumbres y hortalizas elaboradas
Hostelería y restauración,Suministros,15331100,Legumbres y hortalizas frescas o congeladas
Hostelería y restauración,Suministros,15331110,Hortalizas de raíz elaboradas
Hostelería y restauración,Suministros,15331120,Hortalizas de tubérculo elaboradas
Hostelería y restauración,Suministros,15331130,"Judías, guisantes, pimientos, tomates y las demás legumbres y hortalizas"
Hostelería y restauración,Suministros,15331131,Judías elaboradas
Hostelería y restauración,Suministros,15331132,Guisantes elaborados
Hostelería y restauración,Suministros,15331133,Guisantes partidos
Hostelería y restauración,Suministros,15331134,Tomates elaborados
Hostelería y restauración,Suministros,15331135,Setas elaboradas
Hostelería y restauración,Suministros,15331136,Pimientos elaborados
Hostelería y restauración,Suministros,15331137,Brotes de soja
Hostelería y restauración,Suministros,15331138,Trufas
Hostelería y restauración,Suministros,15331140,Hortalizas de hoja y coles
Hostelería y restauración,Suministros,15331142,Repollos elaborados
Hostelería y restauración,Suministros,15331150,Legumbres elaboradas
Hostelería y restauración,Suministros,15331170,Legumbres y hortalizas congeladas
Hostelería y restauración,Suministros,15331400,Legumbres y hortalizas en conserva y/o enlatadas
Hostelería y restauración,Suministros,15331410,Judías en salsa de tomate
Hostelería y restauración,Suministros,15331411,"Judías blancas cocidas, en salsa de tomate"
Hostelería y restauración,Suministros,15331420,Tomates en conserva
Hostelería y restauración,Suministros,15331423,Tomates enlatados
Hostelería y restauración,Suministros,15331425,Puré de tomate
Hostelería y restauración,Suministros,15331427,Puré de tomate concentrado
Hostelería y restauración,Suministros,15331428,Salsa de tomate
Hostelería y restauración,Suministros,15331430,Champiñones enlatados
Hostelería y restauración,Suministros,15331450,Aceitunas elaboradas
Hostelería y restauración,Suministros,15331460,Legumbres y hortalizas enlatadas
Hostelería y restauración,Suministros,15331461,Coles fermentadas enlatadas
Hostelería y restauración,Suministros,15331462,Guisantes enlatados
Hostelería y restauración,Suministros,15331463,Alubias desvainadas enlatadas
Hostelería y restauración,Suministros,15331464,Judías verdes enteras enlatadas
Hostelería y restauración,Suministros,15331465,Espárragos enlatados
Hostelería y restauración,Suministros,15331466,Aceitunas enlatadas
Hostelería y restauración,Suministros,15331470,Maíz dulce
Hostelería y restauración,Suministros,15331480,Legumbres y hortalizas conservadas provisionalmente
Hostelería y restauración,Suministros,15331500,Hortalizas en vinagre
Hostelería y restauración,Suministros,15332000,Frutas y frutos de cáscara elaborados
Hostelería y restauración,Suministros,15332100,Frutas elaboradas
Hostelería y restauración,Suministros,15332140,Manzanas elaboradas
Hostelería y restauración,Suministros,15332150,Peras elaboradas
Hostelería y restauración,Suministros,15332160,Plátanos elaborados
Hostelería y restauración,Suministros,15332170,Ruibarbo
Hostelería y restauración,Suministros,15332180,Melones
Hostelería y restauración,Suministros,15332200,Compotas y mermeladas; jaleas de fruta; purés y pastas de fruta o de frutos de cáscara
Hostelería y restauración,Suministros,15332230,Mermeladas
Hostelería y restauración,Suministros,15332231,Mermelada de naranja
Hostelería y restauración,Suministros,15332232,Mermelada de limón
Hostelería y restauración,Suministros,15332240,Jaleas de fruta
Hostelería y restauración,Suministros,15332250,Pastas de fruta
Hostelería y restauración,Suministros,15332260,Pasta de frutos de cáscara
Hostelería y restauración,Suministros,15332261,Mantequilla de cacahuete
Hostelería y restauración,Suministros,15332270,Purés de fruta
Hostelería y restauración,Suministros,15332290,Compotas
Hostelería y restauración,Suministros,15332291,Compota de albaricoque
Hostelería y restauración,Suministros,15332292,Compota de zarzamora
Hostelería y restauración,Suministros,15332293,"Compota de grosella negra ""casis"""
Hostelería y restauración,Suministros,15332294,Compota de cereza
Hostelería y restauración,Suministros,15332295,Compota de frambuesa
Hostelería y restauración,Suministros,15332296,Compota de fresa
Hostelería y restauración,Suministros,15332300,Frutos de cáscara elaborados
Hostelería y restauración,Suministros,15332310,Frutos de cáscara tostados o salados
Hostelería y restauración,Suministros,15332400,Conservas de fruta
Hostelería y restauración,Suministros,15332410,Fruta seca
Hostelería y restauración,Suministros,15332411,Pasas de Corinto elaboradas
Hostelería y restauración,Suministros,15332412,Pasas elaboradas
Hostelería y restauración,Suministros,15332419,Sultaninas
Hostelería y restauración,Suministros,15333000,Subproductos de hortalizas
Hostelería y restauración,Suministros,15400000,Aceites y grasas animales o vegetales
Hostelería y restauración,Suministros,15410000,Aceites y grasas animales o vegetales en bruto
Hostelería y restauración,Suministros,15411000,Aceites animales o vegetales
Hostelería y restauración,Suministros,15411100,Aceites vegetales
Hostelería y restauración,Suministros,15411110,Aceite de oliva
Hostelería y restauración,Suministros,15411120,Aceite de sésamo
Hostelería y restauración,Suministros,15411130,Aceite de cacahuete
